               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.023065,            0.010115,            0.024862,             0.78527,             0.89441,             0.92453,             0.69968,            0.012555,           0.0031234,           0.0095709,           0.0072267,           0.0072267,           0.0072267
                 106,            0.021456,            0.010262,            0.022829,             0.86905,             0.83929,             0.91148,             0.68337,            0.013264,           0.0032302,            0.011617,              0.0072,              0.0072,              0.0072
                 107,            0.024267,            0.010182,            0.022671,             0.88626,              0.8662,             0.92783,             0.73636,            0.012016,           0.0031357,            0.010921,           0.0071733,           0.0071733,           0.0071733
                 108,            0.022256,            0.010353,            0.023468,             0.84844,              0.8704,             0.91955,             0.70609,            0.012812,           0.0030425,            0.018559,           0.0071467,           0.0071467,           0.0071467
                 109,            0.021058,            0.010039,            0.021797,             0.87161,             0.81816,             0.90435,             0.69458,            0.012585,           0.0032637,            0.013765,             0.00712,             0.00712,             0.00712
                 110,            0.021231,           0.0097639,            0.022308,             0.91584,             0.80535,             0.93462,             0.69597,            0.013476,            0.003242,           0.0088793,           0.0070933,           0.0070933,           0.0070933
                 111,             0.02317,            0.010428,             0.02397,              0.8789,             0.84869,             0.92863,             0.71161,             0.01356,           0.0030962,           0.0080004,           0.0070667,           0.0070667,           0.0070667
                 112,            0.021997,           0.0099128,            0.023776,             0.83262,             0.82603,             0.91126,             0.69538,            0.013664,           0.0031758,            0.013266,             0.00704,             0.00704,             0.00704
                 113,            0.022387,            0.010211,            0.022952,             0.89595,              0.8186,             0.92548,             0.68267,            0.014822,           0.0030969,            0.011447,           0.0070133,           0.0070133,           0.0070133
                 114,            0.021479,           0.0097535,            0.020483,              0.8582,             0.83265,             0.92444,             0.69664,            0.013585,           0.0031261,            0.012559,           0.0069867,           0.0069867,           0.0069867
                 115,            0.021702,            0.010041,            0.022142,             0.86694,              0.8071,             0.89906,             0.70394,            0.012847,           0.0029938,           0.0079983,             0.00696,             0.00696,             0.00696
                 116,            0.023076,            0.010268,            0.023998,             0.85993,             0.85421,             0.91474,             0.70493,            0.012319,           0.0030305,            0.014659,           0.0069333,           0.0069333,           0.0069333
                 117,            0.021994,           0.0098915,            0.022384,             0.88266,             0.80747,             0.89438,             0.65927,            0.013531,           0.0033404,            0.015218,           0.0069067,           0.0069067,           0.0069067
                 118,            0.023652,           0.0099676,            0.025317,             0.86542,             0.86644,             0.94263,             0.70778,             0.01304,           0.0029302,            0.010981,             0.00688,             0.00688,             0.00688
                 119,            0.022033,             0.01003,            0.023972,             0.89184,             0.82475,             0.91868,             0.72409,             0.01273,           0.0028791,           0.0084271,           0.0068533,           0.0068533,           0.0068533
                 120,            0.022418,            0.010121,            0.024596,             0.86402,             0.80662,             0.90465,             0.72082,            0.012076,           0.0030964,            0.011353,           0.0068267,           0.0068267,           0.0068267
                 121,            0.021843,           0.0097968,            0.022592,             0.81533,             0.83069,             0.91321,             0.70343,            0.013309,           0.0030829,            0.010276,              0.0068,              0.0068,              0.0068
